ID,category_encoded,status_encoded,density_score,category_frequency,is_pending,risk_signal,Latitude,Longitude
71,1,1,0.4145713903472706,425,0,0.24874283420836235,23.259606434550008,77.41305394543225
72,0,2,0.12963227651790632,214,1,0.4777793659107438,23.259149486249527,77.41004303270682
73,2,2,0.11910497682718779,311,1,0.4714629860963127,23.259577527131576,77.40914244291035
74,3,1,0.23748211151101953,497,0,0.1424892669066117,23.257011513738544,77.41415142195882
75,3,0,0.24202566704979042,497,0,0.14521540022987425,23.261542128554993,77.41210749137416
76,1,2,0.3943819023349301,425,1,0.636629141400958,23.258774800846147,77.41176911229587
77,2,1,0.21582055576559347,311,0,0.12949233345935607,23.25995375890257,77.40993247783862
78,1,0,0.12959923684918168,425,0,0.077759542109509,23.257784217588675,77.41605569779954
79,2,0,0.25640506519535405,311,0,0.15384303911721242,23.260651824522313,77.41410669018772
80,1,0,0.18959481994803026,425,0,0.11375689196881815,23.26156105792456,77.41084138484108
81,1,1,0.3788610226533551,425,0,0.22731661359201305,23.260244496996116,77.41296558627947
82,1,2,0.3044726394570287,425,1,0.5826835836742172,23.26077333266589,77.41335486760919
83,0,2,0.22263002198064796,214,1,0.5335780131883888,23.256993245565127,77.41336470148623
84,3,0,0.05194550113419129,497,0,0.03116730068051477,23.264646664667325,77.41095628210957
85,0,2,0.32770761887209665,214,1,0.596624571323258,23.259217846857233,77.4139335928513
86,2,1,0.09756561981260325,311,0,0.05853937188756195,23.261582926826485,77.40816267395542
87,4,2,0.31248701790897837,153,1,0.587492210745387,23.26177860938278,77.41095875123165
88,1,1,0.22821761817930167,425,0,0.13693057090758098,23.25758387646519,77.41341545512105
89,1,2,0.33779046681095415,425,1,0.6026742800865725,23.25924063704514,77.41137149798416
90,3,2,0.09899269455100279,497,1,0.4593956167306017,23.255849838739604,77.4119504760593
91,3,2,0.2679528084140607,497,1,0.5607716850484364,23.26064281364164,77.41552384993359
92,0,2,0.26563489602735435,214,1,0.5593809376164126,23.26209678119994,77.41382076247659
93,3,2,0.4389773869199236,497,1,0.6633864321519543,23.259423302612586,77.41377065433369
94,1,1,0.13983923119615904,425,0,0.08390353871769542,23.258871130690288,77.40872145991518
95,3,0,0.33883877436783594,497,0,0.20330326462070156,23.25695436285803,77.4116313065478
96,0,2,0.3002434497638049,214,1,0.580146069858283,23.26280323733971,77.41512814785814
97,3,1,0.5587395258706088,497,0,0.33524371552236526,23.25970286860986,77.412419067451
98,0,2,0.32816200966111764,214,1,0.5968972057966706,23.257724090757964,77.41004272919571
99,4,1,0.2407387229421236,153,0,0.14444323376527415,23.259879889213742,77.41082337244063
100,1,2,0.4428456748362822,425,1,0.6657074049017693,23.258240096231944,77.41233533057418
101,3,0,0.1500339371800059,497,0,0.09002036230800355,23.26345220050098,77.41053697636085
102,2,2,0.2888689034168947,311,1,0.5733213420501369,23.261968230623896,77.4136549111651
103,1,1,0.18643255483130966,425,0,0.1118595328987858,23.262613879021615,77.41246284110683
104,1,1,0.4028218533693809,425,0,0.24169311202162855,23.260417038878753,77.41275111425459
105,2,1,0.22806814237094722,311,0,0.13684088542256834,23.26218886663032,77.41033815154142
106,3,2,0.34280572439160406,497,1,0.6056834346349624,23.25850541189512,77.41087797468195
107,1,1,0.2161010698737794,425,0,0.12966064192426763,23.26022194223844,77.41192217182358
108,3,2,0.19142792860756447,497,1,0.5148567571645387,23.26236065123293,77.41522212118917
109,1,2,0.3354536720221254,425,1,0.6012722032132752,23.26049616745589,77.4123648786362
110,3,1,0.32097878825989967,497,0,0.1925872729559398,23.259213609016676,77.41209016966951
111,1,1,0.28130709319579983,425,0,0.1687842559174799,23.258610194288455,77.41387192749734
112,3,1,0.5116592702619961,497,0,0.30699556215719764,23.25945832098466,77.41206385287042
113,3,2,0.3936227416101094,497,1,0.6361736449660657,23.259507162401277,77.41465875146352
114,4,1,0.34660719235799764,153,0,0.20796431541479857,23.25853095751428,77.41097681804524
115,3,1,0.3011856707881352,497,0,0.18071140247288112,23.258126479778017,77.41471967290052
116,4,1,0.19341617207072132,153,0,0.11604970324243279,23.25970019514438,77.41068648818613
117,1,2,0.47744827653807986,425,1,0.686468965922848,23.25868039551834,77.41285033661467
118,1,1,0.36367977875992563,425,0,0.21820786725595537,23.25943544575696,77.41170636513792
119,1,2,0.3772138721957122,425,1,0.6263283233174273,23.259557176532105,77.41294293924894
120,2,2,0.3613284077566829,311,1,0.6167970446540098,23.26094820686693,77.41191284391606
121,0,1,0.5153065657706639,214,0,0.30918393946239836,23.260440896329637,77.41287425292819
122,4,1,0.19027489266864236,153,0,0.11416493560118542,23.25880125063117,77.41499435367238
123,3,2,0.06143118910402592,497,1,0.43685871346241556,23.26462370401063,77.40935047171808
124,1,2,0.3768177933688107,425,1,0.6260906760212864,23.2609880674744,77.41148497358239
125,2,2,0.22097191770118957,311,1,0.5325831506207137,23.26273782626274,77.41355485235462
126,3,1,0.31571646373280093,497,0,0.18942987823968055,23.259746997348945,77.4150987444249
127,1,1,0.2664362259476479,425,0,0.1598617355685887,23.25799287618489,77.41480595735753
128,3,2,0.17086779008203318,497,1,0.50252067404922,23.261421326448385,77.41002260673547
129,3,1,0.38499107264137866,497,0,0.2309946435848272,23.258837140401376,77.41200637616541
130,4,1,0.12641590819754273,153,0,0.07584954491852564,23.260763356555664,77.40919872461896
131,1,1,0.24752169502771956,425,0,0.14851301701663172,23.257194222949504,77.41177149443723
132,4,1,0.25819234860883233,153,0,0.1549154091652994,23.261041454557635,77.4111322732242
133,0,2,0.25025188833431816,214,1,0.5501511330005909,23.258284705806595,77.41417339174151
134,1,1,0.08869483237365251,425,0,0.053216899424191506,23.25945264950691,77.41712737602603
135,2,1,0.2363275005212052,311,0,0.14179650031272312,23.260719561092294,77.41003334070136
136,2,2,0.2156716992706162,311,1,0.5294030195623698,23.261225425105977,77.4135802913815
137,1,2,0.20857536828391282,425,1,0.5251452209703478,23.256591525635756,77.4101511176594
138,0,2,0.23467933100963856,214,1,0.5408075986057832,23.25865186015715,77.41343084226936
139,1,2,0.2981547951795674,425,1,0.5788928771077404,23.260414463794664,77.4150108164151
140,3,2,0.31564884990886716,497,1,0.5893893099453203,23.260560152066677,77.4131015079294
141,3,2,0.201383697966731,497,1,0.5208302187800387,23.263014154622688,77.4105298611462
142,4,2,0.30824816506842684,153,1,0.5849488990410561,23.262814584155112,77.41515603103977
143,2,1,0.6266083628539995,311,0,0.37596501771239965,23.25917176198694,77.41240746763633
144,0,2,0.4069756921733419,214,1,0.6441854153040052,23.259206683575577,77.41257230056924
145,0,2,0.3143912315720565,214,1,0.5886347389432339,23.256748303744107,77.40992654613801
146,1,2,0.2302993858480031,425,1,0.5381796315088019,23.257920776098484,77.41059823652206
147,4,1,0.34118695135142607,153,0,0.20471217081085563,23.258877872379692,77.41091644141103
148,3,2,0.11594874514188132,497,1,0.4695692470851288,23.25676107218351,77.41463807918788
149,3,1,0.043823346663920376,497,0,0.026294007998352225,23.26555902713374,77.40998167143506
150,0,2,0.22094726556162603,214,1,0.5325683593369757,23.260982772762475,77.41401306152241
151,4,2,0.25417604018775164,153,1,0.552505624112651,23.257225875168196,77.41154093204817
152,3,2,0.34534775256986777,497,1,0.6072086515419207,23.25827140484719,77.41142441401719
153,3,2,0.3224407797811576,497,1,0.5934644678686946,23.260435000647504,77.4142460631398
154,3,1,0.0428748395648496,497,0,0.02572490373890976,23.26312695104694,77.40650432193246
155,1,2,0.37440566045913387,425,1,0.6246433962754804,23.26067810905911,77.41237239415398
156,1,0,0.2524589277836027,425,0,0.1514753566701616,23.260668202900693,77.4155073462488
157,0,2,0.2256750796725735,214,1,0.5354050478035441,23.26053088536253,77.4101308346938
158,2,1,0.3828994920600241,311,0,0.22973969523601445,23.259047231182446,77.41130767116316
159,0,2,0.30743285613900584,214,1,0.5844597136834035,23.259543277287055,77.41323010892795
160,4,1,0.25871440411875596,153,0,0.15522864247125356,23.25991442370562,77.41157693647745
161,3,2,0.18399880137983765,497,1,0.5103992808279026,23.26118395781724,77.40965312442863
162,3,2,0.2503309117958128,497,1,0.5501985470774877,23.25896030306087,77.4140596515804
163,2,1,0.38448599398026834,311,0,0.230691596388161,23.26126605763376,77.41157109335292
164,1,1,0.35573850639348964,425,0,0.21344310383609377,23.25911326706956,77.41065723144446
165,0,0,0.36690261285561016,214,0,0.2201415677133661,23.258641958593707,77.41449021140734
166,0,1,0.19024971723445044,214,0,0.11414983034067026,23.26145169300537,77.41447794698081
167,0,2,0.25423912847577873,214,1,0.5525434770854672,23.257625145229937,77.40998674015864
168,2,2,0.15757461604884096,311,1,0.4945447696293046,23.259184377508294,77.41634506996343
169,2,1,0.07089310052104793,311,0,0.04253586031262876,23.261138734876145,77.40725626648727
170,4,2,0.5368574148616201,153,1,0.7221144489169721,23.258687822274695,77.41276106030007
171,2,1,0.11282452592875913,311,0,0.06769471555725548,23.263706670012308,77.4109122511315
172,0,2,0.4481614147273277,214,1,0.6688968488363967,23.258762354484674,77.41181497210097
173,1,1,0.19290753207201336,425,0,0.11574451924320801,23.25775349199744,77.41410313400932
174,4,2,0.20780415836512478,153,1,0.5246824950190749,23.260156286338862,77.4109181539669
175,0,1,0.22527408611884484,214,0,0.1351644516713069,23.26036314134699,77.41343422990184
176,3,2,0.3588085153235669,497,1,0.6152851091941401,23.26207331080495,77.41195267410417
177,4,2,0.2018568780275235,153,1,0.5211141268165141,23.260763803064535,77.41059272367164
178,0,0,0.28637606114322445,214,0,0.17182563668593467,23.256986706116052,77.4101789994276
179,2,0,0.3672764053924412,311,0,0.22036584323546474,23.25911248127843,77.41367940446406
180,0,2,0.1751466400232244,214,1,0.5050879840139346,23.25930175111083,77.41539968039483
181,3,2,0.5564616040543975,497,1,0.7338769624326384,23.25986380439991,77.41253895693454
182,2,2,0.27923193074661284,311,1,0.5675391584479678,23.260287322140144,77.41260085018921
183,3,2,0.19190885771969302,497,1,0.5151453146318158,23.25796511040398,77.40983904317271
184,1,1,0.31816343254919344,425,0,0.19089805952951605,23.259691271167796,77.41196865027042
185,1,2,0.23762280654779122,425,1,0.5425736839286748,23.257839319856668,77.41247623685722
186,0,1,0.36143793630479965,214,0,0.21686276178287978,23.258722488231847,77.41205679631454
187,2,2,0.16278721185953246,311,1,0.4976723271157195,23.26331577394368,77.4138837807945
188,0,2,0.4376765701621566,214,1,0.662605942097294,23.259232693825947,77.41382158315899
189,1,2,0.13000193395966325,425,1,0.478001160375798,23.262707981252888,77.41136543305947
190,2,1,0.3046645201652602,311,0,0.1827987120991561,23.26196005008728,77.4119488185764
191,3,0,0.20414705180688292,497,0,0.12248823108412975,23.257572442284896,77.41466418011775
192,0,0,0.2418271826136908,214,0,0.14509630956821448,23.26018338278242,77.40969297953261
193,1,2,0.3043609956393816,425,1,0.582616597383629,23.258871186884477,77.41063112254997
194,3,2,0.016498461059412665,497,1,0.4098990766356476,23.252751635497017,77.41452920600356
195,0,2,0.23913621141272737,214,1,0.5434817268476364,23.258674488154575,77.41343354142053
196,3,2,0.41473413237577333,497,1,0.6488404794254641,23.259987838692673,77.4126097466206
197,1,2,0.3207134554121925,425,1,0.5924280732473155,23.261834719573425,77.41259028302737
198,3,1,0.29492099892151474,497,0,0.17695259935290883,23.257878763892037,77.41024213499738
199,4,2,0.36844063528437787,153,1,0.6210643811706267,23.261757745060542,77.41109225537694
200,2,1,0.2111856106767997,311,0,0.1267113664060798,23.263029043829896,77.41069955762386
201,1,0,0.07433289104271429,425,0,0.04459973462562857,23.26054746873058,77.40742687508407
202,1,2,0.3146234158734726,425,1,0.5887740495240836,23.259535880585624,77.41376595050183
203,1,1,0.4287018031866372,425,0,0.2572210819119823,23.260056210768205,77.41299160029452
204,1,1,0.068086803112936,425,0,0.0408520818677616,23.26096406637567,77.41701895664194
205,3,2,0.24796933679611757,497,1,0.5487816020776706,23.25689238070108,77.40979650628327
206,1,1,0.19946684489600364,425,0,0.11968010693760217,23.26153689537822,77.41373295740401
207,3,2,0.1863567851014449,497,1,0.511814071060867,23.26131647743998,77.41399489461628
208,3,1,0.37257280081018573,497,0,0.22354368048611142,23.25886459604936,77.4127609408259
209,1,2,0.21359037834228045,425,1,0.5281542270053683,23.2577511050636,77.41273670543906
210,1,1,0.1861854909378003,425,0,0.11171129456268017,23.26232517698446,77.41497411354412
211,1,1,0.252544507848041,425,0,0.1515267047088246,23.25796991371257,77.41285795204202
212,3,1,0.3308984466681181,497,0,0.19853906800087084,23.258453619197287,77.41168811473803
213,1,2,0.22145298136911779,425,1,0.5328717888214707,23.258030847647312,77.41317611593146
214,3,1,0.3286406116398925,497,0,0.1971843669839355,23.259283457348474,77.41336798650104
215,1,0,0.299002649479533,425,0,0.17940158968771977,23.25861881569148,77.41390501424259
216,1,2,0.33797947997979166,425,1,0.6027876879878751,23.2583376835706,77.41249233966239
217,3,1,0.23904580266735942,497,0,0.14342748160041566,23.262222458897735,77.41031384737599
218,3,2,0.27710192763250624,497,1,0.5662611565795037,23.25786196839229,77.41229634203681
219,3,1,0.340127584076967,497,0,0.2040765504461802,23.259457266751916,77.41451329254285
220,3,2,0.14320046631100333,497,1,0.485920279786602,23.263146459455143,77.41106986004229
221,4,1,0.3362429522359462,153,0,0.2017457713415677,23.2587296397534,77.41075850330795
222,1,1,0.2067203932858262,425,0,0.12403223597149571,23.25967159567894,77.40964483030857
223,3,1,0.15579191200408668,497,0,0.09347514720245201,23.257611195670233,77.40951213457731
224,2,2,0.3043739279821158,311,1,0.5826243567892695,23.25793954209694,77.41096772156482
225,3,1,0.29825981411033486,497,0,0.17895588846620092,23.25878244578445,77.41399339826357
226,3,2,0.24351802087876218,497,1,0.5461108125272573,23.260881190595704,77.41320260990001
227,1,2,0.4794651307655316,425,1,0.687679078459319,23.259930565156047,77.412984329783
228,1,1,0.24285071167517044,425,0,0.14571042700510226,23.256981805274933,77.41027693247726
229,2,1,0.10179267461227699,311,0,0.06107560476736619,23.263065815719163,77.41185171769145
230,3,2,0.24968961468046744,497,1,0.5498137688082805,23.260219086888615,77.41368134389273
231,1,2,0.23679727588655508,425,1,0.542078365531933,23.258722854364873,77.41485450275258
232,2,1,0.5163011667742714,311,0,0.3097807000645628,23.261480543899903,77.4131067129374
233,2,1,0.2324527395702183,311,0,0.13947164374213097,23.258068980608137,77.41184217474431
234,1,1,0.25709453398897053,425,0,0.1542567203933823,23.26164803289615,77.41259059365302
235,1,1,0.11065006296311765,425,0,0.06639003777787059,23.26119321963446,77.40861061936005
236,3,1,0.3243932803233386,497,0,0.19463596819400314,23.25976761677228,77.41502541987248
237,2,1,0.2518902163730802,311,0,0.1511341298238481,23.258999310208388,77.41340063771825
238,3,1,0.3544393791744231,497,0,0.21266362750465384,23.26205335530839,77.41264799495944
239,3,1,0.020597092369943604,497,0,0.012358255421966162,23.256735324067847,77.41842791221356
240,3,1,0.37681943628779085,497,0,0.2260916617726745,23.259015322938087,77.41245423546881
241,1,1,0.35041597506307054,425,0,0.21024958503784233,23.25690319602661,77.4099672483722
242,1,1,0.2611437423421641,425,0,0.15668624540529844,23.260152273596013,77.40977873257614
243,3,2,0.3696337488747145,497,1,0.6217802493248288,23.260559474078157,77.4122894840478
244,3,2,0.41826545086188915,497,1,0.6509592705171334,23.261836805266444,77.41342347050751
245,1,1,0.3716727622129806,425,0,0.22300365732778837,23.261044046049044,77.41201257413513
246,0,1,0.28634728890430655,214,0,0.17180837334258392,23.260845576827617,77.41515598312996
247,0,2,0.32931445782449237,214,1,0.5975886746946955,23.262151240432743,77.41183385616607
248,0,1,0.12553071200248725,214,0,0.07531842720149234,23.26300936537538,77.4098216761383
249,4,2,0.2243568943414034,153,1,0.534614136604842,23.2608385293111,77.41418654647897
250,2,1,0.5189373787339988,311,0,0.31136242724039925,23.258365864115625,77.41213003721069
251,3,2,0.11094812571481201,497,1,0.46656887542888725,23.260662579366898,77.40873971844246
252,3,2,0.2416356882627041,497,1,0.5449814129576225,23.257018101917627,77.41119978312854
253,1,2,0.18057749236363652,425,1,0.5083464954181819,23.25706862261678,77.41239454629734
254,3,0,0.2176360765720471,497,0,0.13058164594322824,23.261630720838355,77.41455250329949
255,3,1,0.2850426495970122,497,0,0.1710255897582073,23.261933372416273,77.41123198254769
256,4,1,0.37044922215119874,153,0,0.22226953329071925,23.259340615098317,77.41254822700967
257,2,1,0.27968677599349395,311,0,0.16781206559609638,23.261186053087645,77.41295184144492
258,3,1,0.4111721614794383,497,0,0.24670329688766296,23.261892863009113,77.41338043952301
259,3,1,0.02840816631592941,497,0,0.017044899789557644,23.254819133414554,77.41014103748068
260,2,2,0.023253247366377326,311,1,0.4139519484198264,23.25358697114815,77.4116814569914
261,2,2,0.2531414768841504,311,1,0.5518848861304902,23.256687278805313,77.41145892654728
262,3,0,0.4556539864944106,497,0,0.2733923918966463,23.261631152784418,77.41308760716623
263,2,1,0.5315239282742253,311,0,0.3189143569645352,23.258711178712048,77.41283010776556
264,3,2,0.2419998343564588,497,1,0.5451999006138752,23.26048825696549,77.41116229589704
265,3,2,0.17104387313366373,497,1,0.5026263238801982,23.26279084028591,77.41313909490617
266,2,1,0.14140956041544578,311,0,0.08484573624926746,23.259060684390633,77.41580385650921
267,2,1,0.40591076974216617,311,0,0.24354646184529968,23.260390890271864,77.41308635866466
268,0,2,0.3507718515338053,214,1,0.6104631109202832,23.258365384696916,77.41158745167928
269,0,2,0.31855913127228513,214,1,0.5911354787633711,23.258146256097582,77.41140920727159
270,1,1,0.303006697808326,425,0,0.1818040186849956,23.257965059814104,77.41084404193624
271,3,2,0.16482203471271903,497,1,0.49889322082763143,23.26295699232546,77.41251195455814
272,1,1,0.27117274128237195,425,0,0.16270364476942317,23.262076248118333,77.41319851398606
273,3,2,0.07345969632112319,497,1,0.4440758177926739,23.260148342388614,77.40833072681087
274,2,1,0.1294846579086947,311,0,0.07769079474521683,23.257773868908757,77.41601736531629
275,3,2,0.3823996082499103,497,1,0.6294397649499461,23.258577054280455,77.41175984328136
276,2,2,0.08223443565539562,311,1,0.4493406613932374,23.259621881817363,77.4073888960376
277,3,2,0.3947147992009491,497,1,0.6368288795205694,23.25925767922126,77.41121147178318
278,2,1,0.30500437596984475,311,0,0.18300262558190686,23.25872053573005,77.41252330857222
279,3,1,0.3751589923926409,497,0,0.22509539543558452,23.25896065154544,77.41127034009308
280,0,2,0.3483533105901428,214,1,0.6090119863540857,23.260083328871495,77.41394352619524
281,0,2,0.2100719271492381,214,1,0.5260431562895429,23.261415168665916,77.40967462146773
282,3,1,0.19186324521830528,497,0,0.11511794713098317,23.260522690198695,77.4105883051543
283,1,1,0.1996410978434943,425,0,0.11978465870609657,23.26237025385138,77.41290345267356
284,2,0,0.347080667563219,311,0,0.2082484005379314,23.261945784109688,77.41248329559424
285,3,1,0.35503708311590904,497,0,0.2130222498695454,23.26181000032909,77.41124175157073
286,3,2,0.24036278624502846,497,1,0.5442176717470171,23.26165899560932,77.41204775644016
287,2,1,0.2551439652978016,311,0,0.15308637917868095,23.262653204364128,77.41494757694693
288,2,1,0.458338195149891,311,0,0.2750029170899346,23.259937111703216,77.41296423149525
289,3,2,0.2504064160671107,497,1,0.5502438496402664,23.259940825562424,77.41104440684379
290,4,1,0.1357138064599967,153,0,0.08142828387599801,23.26109801640206,77.41583458234983
291,4,2,0.3124724425501776,153,1,0.5874834655301066,23.260606146817164,77.4151161845975
292,4,2,0.37342068114932525,153,1,0.6240524086895951,23.259357153692495,77.41343129460414
293,0,2,0.3186535579976227,214,1,0.5911921347985736,23.261126600071673,77.4121155433354
294,3,1,0.05364274660513961,497,0,0.03218564796308376,23.2635393984923,77.40867099008705
295,0,0,0.25773851089692457,214,0,0.15464310653815475,23.262197651091107,77.41220850438923
296,0,2,0.26390317200361824,214,1,0.5583419032021709,23.259302256900323,77.41076983172715
297,3,1,0.06573628079298582,497,0,0.03944176847579149,23.261146308533025,77.41696293531474
298,1,2,0.18444446297294456,425,1,0.5106666777837667,23.25768198054869,77.41146095942436
299,2,2,0.09978671157663867,311,1,0.4598720269459832,23.257611031672376,77.40911872556819
300,4,2,0.21571667391186802,153,1,0.5294300043471208,23.260636464632963,77.41370735792026
301,0,2,0.15536871041550002,214,1,0.49322122624930004,23.262945382226356,77.4147306969311
302,4,0,0.29219844385593796,153,0,0.17531906631356278,23.258370202090457,77.41477784869744
303,1,2,0.339881453347328,425,1,0.6039288720083968,23.257300150710797,77.41357037131702
304,2,2,0.2954715387005128,311,1,0.5772829232203077,23.260675231010307,77.41209900277399
305,3,2,0.37516375643897476,497,1,0.6250982538633849,23.260731248459027,77.41137092744268
306,0,2,0.26832586986094475,214,1,0.5609955219165669,23.259237148176073,77.413072540428
307,3,2,0.18494853523190058,497,1,0.5109691211391404,23.26231671649264,77.41333964782615
308,1,1,0.12432335568905246,425,0,0.07459401341343147,23.257057687362316,77.4153329334984
309,3,0,0.31914635328004143,497,0,0.19148781196802486,23.258541422375508,77.41256349059627
310,1,1,0.2593873322822318,425,0,0.1556323993693391,23.26005659850063,77.4115718338366
311,3,2,0.3132784385216096,497,1,0.5879670631129658,23.25927909222996,77.41112670515179
312,3,1,0.3395339875157713,497,0,0.20372039250946278,23.26035416492463,77.41434454570636
313,2,1,0.19355065794400314,311,0,0.11613039476640188,23.26180060057172,77.41464701549587
314,3,1,0.339031888145233,497,0,0.20341913288713978,23.261717632086604,77.4129620725156
315,3,1,0.16111558203273676,497,0,0.09666934921964206,23.260033275485817,77.41033518508029
316,0,2,0.15659838905236145,214,1,0.4939590334314169,23.26303641031273,77.41261738189037
