ID,Category,Status,Latitude,Longitude
94,Pothole,Completed,23.258871130690288,77.40872145991518
95,Waste,Cancelled,23.25695436285803,77.4116313065478
96,Drainage,Pending,23.26280323733971,77.41512814785814
97,Waste,Completed,23.25970286860986,77.412419067451
98,Drainage,Pending,23.257724090757964,77.41004272919571
99,Water Supply,Completed,23.259879889213746,77.41082337244063
100,Pothole,Pending,23.258240096231944,77.41233533057418
101,Waste,Cancelled,23.26345220050098,77.41053697636085
102,Streetlight,Pending,23.261968230623896,77.4136549111651
103,Pothole,Completed,23.262613879021615,77.41246284110683
104,Pothole,Completed,23.260417038878753,77.41275111425459
105,Streetlight,Completed,23.262188866630318,77.41033815154142
106,Waste,Pending,23.258505411895122,77.41087797468195
107,Pothole,Completed,23.26022194223844,77.41192217182358
108,Waste,Pending,23.26236065123293,77.41522212118917
109,Pothole,Pending,23.26049616745589,77.4123648786362
110,Waste,Completed,23.259213609016676,77.41209016966951
111,Pothole,Completed,23.258610194288455,77.41387192749734
112,Waste,Completed,23.25945832098466,77.41206385287042
113,Waste,Pending,23.259507162401277,77.41465875146352
114,Water Supply,Completed,23.258530957514278,77.41097681804524
115,Waste,Completed,23.258126479778017,77.41471967290052
116,Water Supply,Completed,23.25970019514438,77.41068648818613
117,Pothole,Pending,23.25868039551834,77.41285033661467
118,Pothole,Completed,23.25943544575696,77.41170636513792
119,Pothole,Pending,23.259557176532105,77.41294293924894
120,Streetlight,Pending,23.26094820686693,77.41191284391606
121,Drainage,Completed,23.260440896329637,77.41287425292819
122,Water Supply,Completed,23.25880125063117,77.41499435367238
123,Waste,Pending,23.26462370401063,77.40935047171808
124,Pothole,Pending,23.2609880674744,77.41148497358239
125,Streetlight,Pending,23.26273782626274,77.41355485235462
126,Waste,Completed,23.259746997348945,77.4150987444249
127,Pothole,Completed,23.25799287618489,77.41480595735753
128,Waste,Pending,23.261421326448385,77.41002260673547
129,Waste,Completed,23.258837140401376,77.41200637616541
130,Water Supply,Completed,23.260763356555664,77.40919872461896
131,Pothole,Completed,23.257194222949504,77.41177149443723
132,Water Supply,Completed,23.261041454557635,77.4111322732242
133,Drainage,Pending,23.258284705806595,77.41417339174151
134,Pothole,Completed,23.25945264950691,77.41712737602603
135,Streetlight,Completed,23.260719561092294,77.41003334070136
136,Streetlight,Pending,23.261225425105977,77.4135802913815
137,Pothole,Pending,23.256591525635756,77.4101511176594
138,Drainage,Pending,23.25865186015715,77.41343084226936
139,Pothole,Pending,23.260414463794664,77.4150108164151
140,Waste,Pending,23.260560152066677,77.4131015079294
141,Waste,Pending,23.263014154622688,77.4105298611462
142,Water Supply,Pending,23.262814584155112,77.41515603103977
143,Streetlight,Completed,23.25917176198694,77.41240746763633
144,Drainage,Pending,23.259206683575577,77.41257230056924
145,Drainage,Pending,23.256748303744107,77.40992654613801
146,Pothole,Pending,23.257920776098484,77.41059823652206
147,Water Supply,Completed,23.258877872379692,77.41091644141103
148,Waste,Pending,23.25676107218351,77.41463807918788
149,Waste,Completed,23.26555902713374,77.40998167143506
150,Drainage,Pending,23.260982772762475,77.41401306152241
151,Water Supply,Pending,23.257225875168196,77.41154093204817
152,Waste,Pending,23.25827140484719,77.41142441401719
153,Waste,Pending,23.260435000647504,77.4142460631398
154,Waste,Completed,23.26312695104694,77.40650432193246
155,Pothole,Pending,23.26067810905911,77.41237239415398
156,Pothole,Cancelled,23.260668202900693,77.4155073462488
157,Drainage,Pending,23.26053088536253,77.4101308346938
158,Streetlight,Completed,23.259047231182446,77.41130767116316
159,Drainage,Pending,23.259543277287055,77.41323010892795
160,Water Supply,Completed,23.25991442370562,77.41157693647745
161,Waste,Pending,23.261183957817238,77.40965312442863
162,Waste,Pending,23.25896030306087,77.4140596515804
163,Streetlight,Completed,23.26126605763376,77.41157109335292
164,Pothole,Completed,23.259113267069562,77.41065723144446
165,Drainage,Cancelled,23.258641958593707,77.41449021140734
166,Drainage,Completed,23.26145169300537,77.41447794698081
167,Drainage,Pending,23.257625145229934,77.40998674015864
168,Streetlight,Pending,23.259184377508298,77.41634506996343
169,Streetlight,Completed,23.261138734876145,77.40725626648727
170,Water Supply,Pending,23.258687822274695,77.41276106030007
171,Streetlight,Completed,23.263706670012308,77.4109122511315
172,Drainage,Pending,23.258762354484674,77.41181497210097
173,Pothole,Completed,23.25775349199744,77.41410313400932
174,Water Supply,Pending,23.260156286338862,77.4109181539669
175,Drainage,Completed,23.26036314134699,77.41343422990184
176,Waste,Pending,23.262073310804954,77.41195267410417
177,Water Supply,Pending,23.260763803064535,77.41059272367164
178,Drainage,Cancelled,23.256986706116052,77.4101789994276
179,Streetlight,Cancelled,23.25911248127843,77.41367940446406
180,Drainage,Pending,23.25930175111083,77.41539968039483
181,Waste,Pending,23.25986380439991,77.41253895693454
182,Streetlight,Pending,23.260287322140144,77.41260085018921
183,Waste,Pending,23.25796511040398,77.40983904317271
184,Pothole,Completed,23.259691271167796,77.41196865027042
185,Pothole,Pending,23.257839319856668,77.41247623685722
186,Drainage,Completed,23.258722488231847,77.41205679631454
187,Streetlight,Pending,23.26331577394368,77.4138837807945
188,Drainage,Pending,23.259232693825947,77.41382158315899
189,Pothole,Pending,23.262707981252888,77.41136543305947
190,Streetlight,Completed,23.261960050087282,77.4119488185764
191,Waste,Cancelled,23.257572442284896,77.41466418011775
192,Drainage,Cancelled,23.26018338278242,77.40969297953261
193,Pothole,Pending,23.258871186884477,77.41063112254997
194,Waste,Pending,23.252751635497017,77.41452920600356
195,Drainage,Pending,23.258674488154575,77.41343354142053
196,Waste,Pending,23.259987838692673,77.4126097466206
197,Pothole,Pending,23.261834719573425,77.41259028302737
198,Waste,Completed,23.257878763892037,77.41024213499738
199,Water Supply,Pending,23.261757745060546,77.41109225537694
200,Streetlight,Completed,23.263029043829896,77.41069955762386
201,Pothole,Cancelled,23.26054746873058,77.40742687508407
202,Pothole,Pending,23.259535880585624,77.41376595050183
203,Pothole,Completed,23.260056210768205,77.41299160029452
204,Pothole,Completed,23.260964066375674,77.41701895664194
205,Waste,Pending,23.25689238070108,77.40979650628327
206,Pothole,Completed,23.26153689537822,77.41373295740401
207,Waste,Pending,23.26131647743998,77.41399489461628
208,Waste,Completed,23.25886459604936,77.4127609408259
209,Pothole,Pending,23.257751105063598,77.41273670543906
210,Pothole,Completed,23.26232517698446,77.41497411354412
211,Pothole,Completed,23.25796991371257,77.41285795204202
212,Waste,Completed,23.258453619197287,77.41168811473803
213,Pothole,Pending,23.258030847647312,77.41317611593146
214,Waste,Completed,23.259283457348474,77.41336798650104
215,Pothole,Cancelled,23.25861881569148,77.41390501424259
216,Pothole,Pending,23.258337683570602,77.41249233966239
217,Waste,Completed,23.262222458897735,77.41031384737599
218,Waste,Pending,23.25786196839229,77.41229634203681
219,Waste,Completed,23.259457266751916,77.41451329254285
220,Waste,Pending,23.263146459455143,77.41106986004229
221,Water Supply,Completed,23.258729639753398,77.41075850330795
222,Pothole,Completed,23.25967159567894,77.40964483030857
223,Waste,Completed,23.257611195670233,77.40951213457731
224,Streetlight,Pending,23.25793954209694,77.41096772156482
225,Waste,Completed,23.25878244578445,77.41399339826357
226,Waste,Pending,23.260881190595704,77.41320260990001
227,Pothole,Pending,23.259930565156047,77.412984329783
228,Pothole,Completed,23.256981805274933,77.41027693247726
229,Streetlight,Completed,23.263065815719163,77.41185171769145
230,Waste,Pending,23.260219086888615,77.41368134389273
231,Pothole,Pending,23.258722854364873,77.41485450275258
232,Streetlight,Completed,23.261480543899903,77.4131067129374
233,Streetlight,Completed,23.258068980608137,77.41184217474431
234,Pothole,Completed,23.261648032896154,77.41259059365302
235,Pothole,Completed,23.26119321963446,77.40861061936005
236,Waste,Completed,23.25976761677228,77.41502541987248
237,Streetlight,Completed,23.258999310208388,77.41340063771825
238,Waste,Completed,23.26205335530839,77.41264799495944
239,Waste,Completed,23.256735324067847,77.41842791221356
240,Waste,Completed,23.259015322938087,77.41245423546881
241,Pothole,Completed,23.25690319602661,77.4099672483722
242,Pothole,Completed,23.260152273596013,77.40977873257614
243,Waste,Pending,23.260559474078157,77.4122894840478
244,Waste,Pending,23.261836805266444,77.41342347050751
245,Pothole,Completed,23.261044046049044,77.41201257413513
246,Drainage,Completed,23.260845576827617,77.41515598312996
247,Drainage,Pending,23.262151240432743,77.41183385616607
248,Drainage,Completed,23.26300936537538,77.4098216761383
249,Water Supply,Pending,23.2608385293111,77.41418654647897
250,Streetlight,Completed,23.258365864115625,77.41213003721069
251,Waste,Pending,23.260662579366894,77.40873971844246
252,Waste,Pending,23.257018101917627,77.41119978312854
253,Pothole,Pending,23.25706862261678,77.41239454629734
254,Waste,Cancelled,23.261630720838355,77.41455250329949
255,Waste,Completed,23.261933372416273,77.41123198254769
256,Water Supply,Completed,23.259340615098317,77.41254822700967
257,Streetlight,Completed,23.261186053087645,77.41295184144492
258,Waste,Completed,23.261892863009113,77.41338043952301
259,Waste,Completed,23.254819133414554,77.41014103748068
260,Streetlight,Pending,23.25358697114815,77.4116814569914
261,Streetlight,Pending,23.256687278805313,77.41145892654728
262,Waste,Cancelled,23.261631152784414,77.41308760716623
263,Streetlight,Completed,23.258711178712048,77.41283010776556
264,Waste,Pending,23.26048825696549,77.41116229589704
265,Waste,Pending,23.26279084028591,77.41313909490617
266,Streetlight,Completed,23.259060684390633,77.41580385650921
267,Streetlight,Completed,23.260390890271864,77.41308635866466
268,Drainage,Pending,23.258365384696916,77.41158745167928
269,Drainage,Pending,23.258146256097582,77.41140920727159
270,Pothole,Completed,23.257965059814104,77.41084404193624
271,Waste,Pending,23.26295699232546,77.41251195455814
272,Pothole,Completed,23.262076248118333,77.41319851398606
273,Waste,Pending,23.260148342388618,77.40833072681087
274,Streetlight,Completed,23.257773868908757,77.41601736531629
275,Waste,Pending,23.258577054280458,77.41175984328136
276,Streetlight,Pending,23.259621881817363,77.4073888960376
277,Waste,Pending,23.25925767922126,77.41121147178318
278,Streetlight,Completed,23.25872053573005,77.41252330857222
279,Waste,Completed,23.25896065154544,77.41127034009308
280,Drainage,Pending,23.260083328871495,77.41394352619524
281,Drainage,Pending,23.261415168665916,77.40967462146773
282,Waste,Completed,23.260522690198698,77.4105883051543
283,Pothole,Completed,23.26237025385138,77.41290345267356
284,Streetlight,Cancelled,23.261945784109688,77.41248329559424
285,Waste,Completed,23.26181000032909,77.41124175157073
286,Waste,Pending,23.26165899560932,77.41204775644016
287,Streetlight,Completed,23.262653204364128,77.41494757694693
288,Streetlight,Completed,23.259937111703216,77.41296423149525
289,Waste,Pending,23.259940825562424,77.41104440684379
290,Water Supply,Completed,23.26109801640206,77.41583458234983
291,Water Supply,Pending,23.260606146817164,77.4151161845975
292,Water Supply,Pending,23.259357153692495,77.41343129460414
293,Drainage,Pending,23.261126600071673,77.4121155433354
294,Waste,Completed,23.2635393984923,77.40867099008705
295,Drainage,Cancelled,23.262197651091107,77.41220850438923
296,Drainage,Pending,23.259302256900323,77.41076983172715
297,Waste,Completed,23.261146308533025,77.41696293531474
298,Pothole,Pending,23.25768198054869,77.41146095942436
299,Streetlight,Pending,23.257611031672376,77.40911872556819
300,Water Supply,Pending,23.260636464632963,77.41370735792026
301,Drainage,Pending,23.262945382226356,77.4147306969311
302,Water Supply,Cancelled,23.258370202090457,77.41477784869744
303,Pothole,Pending,23.257300150710797,77.41357037131702
304,Streetlight,Pending,23.260675231010307,77.41209900277399
305,Waste,Pending,23.260731248459027,77.41137092744268
306,Drainage,Pending,23.259237148176073,77.413072540428
307,Waste,Pending,23.262316716492638,77.41333964782615
308,Pothole,Completed,23.257057687362316,77.4153329334984
309,Waste,Cancelled,23.258541422375508,77.41256349059627
310,Pothole,Completed,23.26005659850063,77.4115718338366
311,Waste,Pending,23.25927909222996,77.41112670515179
312,Waste,Completed,23.26035416492463,77.41434454570636
313,Streetlight,Completed,23.261800600571718,77.41464701549587
314,Waste,Completed,23.261717632086604,77.4129620725156
315,Waste,Completed,23.260033275485814,77.41033518508029
316,Drainage,Pending,23.26303641031273,77.41261738189037
317,Waste,Pending,23.256970721680187,77.4111600689257
318,Waste,Pending,23.260389614565444,77.41581564643897
319,Pothole,Completed,23.259950692017597,77.41368113130885
320,Streetlight,Cancelled,23.259118241772804,77.40737040327406
321,Waste,Pending,23.25819873414396,77.4082489227941
322,Pothole,Completed,23.26182521080465,77.41325965636713
323,Streetlight,Completed,23.26104641809685,77.41354529101065
324,Pothole,Pending,23.260863220829986,77.41072750835156
325,Streetlight,Pending,23.259126717568073,77.40956039418595
326,Waste,Completed,23.258819558508016,77.41884730412683
327,Drainage,Completed,23.258788475067,77.41100460685527
328,Drainage,Completed,23.259377643716387,77.41364535078036
329,Waste,Pending,23.2613389268579,77.41306058195266
330,Pothole,Completed,23.261406593040142,77.4129547587018
331,Drainage,Pending,23.260369261431084,77.41006938698341
332,Drainage,Pending,23.263466781843295,77.41384373034573
333,Pothole,Pending,23.26425253675347,77.4132933693174
334,Pothole,Completed,23.258299626393626,77.41098283177418
335,Drainage,Pending,23.259724047239676,77.41306052749867
336,Streetlight,Completed,23.26040870262986,77.41578971388478
337,Pothole,Completed,23.26139814219941,77.41562637393173
338,Pothole,Completed,23.258313567936526,77.4122228881974
339,Drainage,Completed,23.25941046462146,77.4123158887372
340,Drainage,Completed,23.25843745042769,77.41459670841192
341,Water Supply,Pending,23.261573102110525,77.41142652200725
342,Waste,Pending,23.259245330098807,77.41233474215554
343,Streetlight,Pending,23.26135277099132,77.41252897522266
344,Pothole,Completed,23.25525522052221,77.41203285129014
345,Waste,Pending,23.259495877457862,77.41516178041
346,Waste,Pending,23.257444839885913,77.41527846606778
347,Pothole,Completed,23.26134509424317,77.41227534870008
348,Streetlight,Completed,23.255584264062655,77.41449781363126
349,Streetlight,Completed,23.26196973708021,77.41414751322286
350,Waste,Pending,23.256308272274573,77.41195356711147
351,Pothole,Completed,23.26227088959042,77.41078581746599
352,Waste,Cancelled,23.26023562444304,77.41467092110926
353,Streetlight,Pending,23.263010346706384,77.41365712531349
354,Waste,Completed,23.257311097511575,77.41064668635155
355,Pothole,Cancelled,23.25649092445726,77.41541077901451
356,Drainage,Pending,23.259562561598884,77.41172864112009
357,Pothole,Completed,23.26257124030063,77.40993000230414
358,Waste,Completed,23.25840140960147,77.41226261466693
359,Drainage,Pending,23.262772338376696,77.41546067665172
360,Streetlight,Completed,23.26016001872013,77.41541567075437
361,Waste,Cancelled,23.258796198525037,77.40970236312751
362,Pothole,Pending,23.259134659565078,77.4080700516508
363,Waste,Pending,23.260590662699006,77.40963866107744
364,Waste,Pending,23.260606465555345,77.41488148626921
365,Pothole,Completed,23.258804632437673,77.40871313330918
366,Streetlight,Completed,23.25870908528337,77.40813180450465
367,Waste,Pending,23.259652016519386,77.41485739507215
368,Pothole,Completed,23.25947171942943,77.41411487411467
369,Water Supply,Completed,23.25760069098065,77.41454686812835
370,Pothole,Completed,23.259150557748804,77.41234906240527
371,Waste,Pending,23.2621192701136,77.41286295581442
372,Pothole,Pending,23.25657148293062,77.41250311704646
373,Drainage,Pending,23.25758822224553,77.41181776884302
374,Streetlight,Pending,23.260323844728276,77.41570353453862
375,Waste,Pending,23.259151497228125,77.41069250958849
376,Drainage,Completed,23.258044658683183,77.41409582175379
377,Pothole,Completed,23.258152033019552,77.41213948334325
378,Pothole,Pending,23.259200812049183,77.41361287109079
379,Water Supply,Pending,23.258388550204547,77.40952669840418
380,Waste,Pending,23.2580359031892,77.41132392021822
381,Pothole,Completed,23.259738183675857,77.41627714517655
382,Drainage,Completed,23.263091755266494,77.41543431146029
383,Streetlight,Completed,23.258353632817723,77.41590330091589
384,Drainage,Pending,23.259862627296165,77.4113366524064
385,Pothole,Pending,23.257604448993227,77.41385087676979
386,Waste,Pending,23.25950851975153,77.41451419067226
387,Pothole,Completed,23.26203190053355,77.41394542477016
388,Pothole,Completed,23.261151360472724,77.41138418765428
389,Streetlight,Pending,23.2597476358522,77.41465945129791
390,Waste,Pending,23.262202443626077,77.41245410416767
391,Pothole,Completed,23.261556054634635,77.41299826265156
392,Streetlight,Pending,23.257559506957623,77.41067364001103
393,Pothole,Pending,23.26054058406685,77.41473321526557
394,Pothole,Pending,23.262454536437517,77.41029310296453
395,Streetlight,Cancelled,23.25684932953452,77.40905462110909
396,Streetlight,Pending,23.260865785866898,77.4128096758116
397,Drainage,Pending,23.260505872258193,77.41475544076667
398,Streetlight,Completed,23.259810874222723,77.4125292422971
399,Streetlight,Pending,23.25822720267033,77.41497281313595
400,Streetlight,Pending,23.25979870640623,77.4135018210207
401,Streetlight,Pending,23.27190500482592,77.42741543276267
402,Drainage,Pending,23.2655781921003,77.42825793774938
403,Waste,Pending,23.269747337229035,77.43244360267143
404,Pothole,Pending,23.27154857741232,77.42891465212713
405,Streetlight,Pending,23.269572165948873,77.43023910330085
406,Waste,Completed,23.269033071337233,77.42784914015671
407,Pothole,Completed,23.268874910493356,77.4297274439968
408,Waste,Pending,23.26772419517782,77.43220152681324
409,Pothole,Completed,23.272385931577453,77.42889657311865
410,Pothole,Cancelled,23.270324243355326,77.4301367124417
411,Water Supply,Completed,23.27190154778058,77.43205386318958
412,Waste,Pending,23.267518582594317,77.43178733339381
413,Pothole,Completed,23.27147449552175,77.4285054963084
414,Waste,Completed,23.267294499742075,77.42809796813508
415,Waste,Completed,23.2687410658169,77.43422360595969
416,Waste,Cancelled,23.27102022346776,77.43132511021048
417,Pothole,Completed,23.268873418020902,77.42747494340482
418,Waste,Pending,23.26769778118629,77.43414568645481
419,Streetlight,Cancelled,23.271682527053095,77.43146334537961
420,Streetlight,Pending,23.272539641942554,77.42501480877658
421,Streetlight,Completed,23.271081271506755,77.43175091830699
422,Waste,Pending,23.27077638677602,77.4293063009367
423,Water Supply,Completed,23.271677095602996,77.42828962773093
424,Pothole,Completed,23.271197475134336,77.43155840623365
425,Water Supply,Completed,23.27268833536965,77.43104074163294
426,Streetlight,Pending,23.270158788885873,77.43250103957004
427,Waste,Cancelled,23.269393818120594,77.42820829167819
428,Streetlight,Pending,23.269154967624083,77.42906173517012
429,Waste,Completed,23.27054418730711,77.4309683585119
430,Pothole,Cancelled,23.27113057391948,77.43486028572151
431,Streetlight,Completed,23.27098115766991,77.42898738822467
432,Waste,Completed,23.26769741395969,77.43244757288626
433,Waste,Pending,23.268946750375445,77.42863260570623
434,Pothole,Pending,23.27020032311378,77.43204671104024
435,Pothole,Completed,23.268795170437613,77.43055749283825
436,Pothole,Pending,23.270523802950276,77.42928662482173
437,Waste,Pending,23.26507382945737,77.4285115147317
438,Drainage,Pending,23.270295215835695,77.43159104094731
439,Streetlight,Cancelled,23.26646510231097,77.42816880653058
440,Waste,Completed,23.269300438728592,77.43164352206655
441,Drainage,Pending,23.270776188222214,77.43037263105917
442,Streetlight,Completed,23.26946895103027,77.43320591516627
443,Streetlight,Completed,23.270776808006502,77.42873937420308
444,Pothole,Completed,23.270210058035957,77.42901167501081
445,Waste,Completed,23.26984374741831,77.42888226047664
446,Waste,Pending,23.272645740596314,77.42988706538812
447,Pothole,Pending,23.26822848137149,77.42989580367566
448,Streetlight,Completed,23.27385970611858,77.42934734030274
449,Pothole,Pending,23.269815021864776,77.43252977384883
450,Water Supply,Pending,23.27171503529231,77.42752620177914
451,Drainage,Completed,23.26647896565204,77.42950323933646
452,Pothole,Pending,23.268190486366965,77.43361349096675
453,Waste,Pending,23.26684379428371,77.42773507011303
454,Pothole,Pending,23.269243792670643,77.42802406468498
455,Water Supply,Pending,23.26990794318249,77.42942463134936
456,Drainage,Pending,23.269799067527963,77.4311493798924
457,Waste,Pending,23.2725278708851,77.43139674711415
458,Waste,Cancelled,23.269764627359958,77.42894003666795
459,Pothole,Pending,23.27288092161868,77.42898689420247
460,Waste,Pending,23.271488358284298,77.42962251785754
461,Drainage,Pending,23.26812545124617,77.43362859603995
462,Waste,Completed,23.273289492932246,77.42778982086882
463,Water Supply,Pending,23.271635983952528,77.42684536201686
464,Water Supply,Completed,23.26486267346174,77.43191876288883
465,Water Supply,Completed,23.270960777320646,77.42897942265466
466,Waste,Pending,23.26837814616934,77.4266616976129
467,Waste,Completed,23.276173716166817,77.42651699343938
468,Drainage,Pending,23.269349735725275,77.43081912702895
469,Waste,Completed,23.268131388377586,77.42989920077038
470,Waste,Pending,23.270714516420583,77.43117857902013
471,Streetlight,Completed,23.270736658457896,77.42925660165815
472,Pothole,Pending,23.269748711877398,77.43046330471746
473,Pothole,Completed,23.269821579422345,77.42772216822046
474,Waste,Completed,23.26991505836596,77.42751365907677
475,Pothole,Pending,23.272983553415177,77.43090053600883
476,Streetlight,Completed,23.269712491726054,77.43255511085793
477,Drainage,Completed,23.266135042232854,77.43265583648035
478,Waste,Pending,23.26755619181897,77.42732629278966
479,Drainage,Pending,23.270096964616336,77.42826267147917
480,Pothole,Completed,23.271244660597677,77.43096494820452
481,Pothole,Completed,23.266354537999863,77.43306825292332
482,Waste,Pending,23.270200133580115,77.42975784258618
483,Streetlight,Completed,23.268037955077332,77.42686328263969
484,Waste,Pending,23.27088832731622,77.4265499594587
485,Pothole,Completed,23.269264608687138,77.43286513248533
486,Waste,Pending,23.268049983243248,77.42610657655524
487,Water Supply,Pending,23.270164717902613,77.43161687945563
488,Pothole,Pending,23.267402601223587,77.42937033970269
489,Streetlight,Pending,23.268690865573948,77.43324641185991
490,Streetlight,Pending,23.268673225580468,77.43183651114006
491,Pothole,Completed,23.269200359008508,77.43131672662848
492,Streetlight,Completed,23.27380396335184,77.43198382414148
493,Pothole,Pending,23.27215086642561,77.42929336847318
494,Streetlight,Completed,23.2692432450525,77.42911060473119
495,Pothole,Completed,23.27017970699057,77.42990785317832
496,Waste,Pending,23.266612966585203,77.43079639175322
497,Streetlight,Completed,23.270703971466567,77.42831668916989
498,Pothole,Completed,23.27309317812563,77.43295028372113
499,Streetlight,Cancelled,23.26814273132131,77.43335262658097
500,Streetlight,Cancelled,23.267696715324572,77.43224645324119
501,Pothole,Pending,23.26830139488231,77.43288257481865
502,Pothole,Completed,23.273656995929546,77.4292588037856
503,Waste,Completed,23.270146139358136,77.42999679393104
504,Drainage,Completed,23.27300086077788,77.43272464237714
505,Drainage,Completed,23.270656282405806,77.43042335804711
506,Streetlight,Pending,23.272023621538143,77.42551074901282
507,Pothole,Completed,23.267559430708438,77.428179165147
508,Waste,Cancelled,23.26915191674911,77.4322244842541
509,Waste,Pending,23.27224356245239,77.43259805680049
510,Waste,Completed,23.27300142056777,77.43038365379287
511,Streetlight,Completed,23.271437063996615,77.42961128299893
512,Waste,Pending,23.270620361531677,77.4301713669514
513,Pothole,Completed,23.271210514388578,77.42805476718672
514,Drainage,Pending,23.26872633330353,77.42618277816177
515,Streetlight,Pending,23.27035393989118,77.42908588480859
